transactionHash,blockNumber,timestamp,position,isError,callingFunction_internal,callingFunction_normal,callReward,rewardCount,transactionFee,coinbase_transfer,total_miner_reward,flashbots,ethPrice,revenue_eth,revenue_dollar
0x6576aec0161f7187063e98146be6bfac35d20f23f7309b8c28b2041605a43f93,13068061,1629541516,45,None,0x88c2a0bf,0x96bc3e6f,32000000000000000,2,10441120268911800,0,0,False,3234.9692877259763,0.0215588797310882,69.74231380784838
0xde261f756d00931bc350624f7a5794590f83a4af475bf92dc8e215f6e54f7ea6,13287153,1632468539,6,None,0x88c2a0bf,0x01000000,40000000000000000,1,22910255242600146,0,0,False,2919.021010459151,0.017089744757399855,49.88532401023431
0x2fec774588c05f6fef6358a5b277d9bb1d0540e6d2bc484b0fea8e1717ae9272,13002408,1628664901,11,None,0x88c2a0bf,0xc0bcfd4c,16000000000000000,1,10197048668681616,5169680000000000,5169680000000000,True,3173.1503160398265,0.0006332713313183845,2.009465125111894
0x8b3f9fac47582d4ccf4fd4480e8a49585959369495bc96fd996ac8e5088c24af,13144633,1630563486,141,None,0x88c2a0bf,0x01000000,72000000000000000,3,44878408671285816,0,0,False,3792.9801214476925,0.02712159132871418,102.871656771841
0xed47f825f32137cf4314ed6639da2ca30938b21f752528316f62a6244a9fc9d4,13159920,1630768188,0,None,0x88c2a0bf,0x96bc3e6f,40000000000000000,1,24890334162117609,0,510442000000000,True,3887.698166445348,0.015109665837882393,58.74182017353729
0x14530434bd3dfb0366d92baeac03f493c66336acd881357c892869b05b60bbf3,13262963,1632145622,1,None,0x88c2a0bf,0xc0bcfd4c,40000000000000000,1,23685537722096817,8322000000000000,8322000000000000,True,2965.6921858020946,0.007992462277903185,23.703182922895486
0x2e6e29e64f812b2d443f0bcb7892b458bbbe240551e460861a7575af65d42366,13416185,1634212781,0,None,0x88c2a0bf,0x0001128f,40000000000000000,1,16833906374810580,13360000000000000,13360000000000000,True,3786.627249733344,0.00980609362518942,37.13202133457869
0x3a3178adfdb9d880965faab3fdb74610891755e22b0f983cb010b9ca9b9eef11,13048390,1629278263,4,None,0x88c2a0bf,0xc0bcfd4c,16000000000000000,1,5608487506972419,7794208000000000,7794208000000000,True,3022.7731297626406,0.0025973044930275822,7.851062231335553
0xfb6e58fce9f950b1b9f9d4c0235701c2c32323455eca96a2bac3f123fe826b4f,13080390,1629706090,339,None,0x88c2a0bf,0x96bc3e6f,16000000000000000,1,8760226375113955,0,0,False,3318.3887228031513,0.007239773624886045,24.024383152469547
0x09e41f1ed48d6a378216b39ca25dc0248809c8cdc9e34df0f835813085c13d18,13316383,1632860613,0,None,0x88c2a0bf,0x00011991,32000000000000000,1,28801674602956955,0,0,False,2798.281676470823,0.003198325397043046,8.949815353936826
0x5c7095a8ddc369dc56775f66f5dccb0da90fb927e42e42e0cebbb7926cb87d12,14548396,1649465429,5,None,0x88c2a0bf,0x00011345,24000000000000000,1,12119301797864616,9864000000000000,9864000000000000,True,3256.9845972087574,0.0020166982021353856,6.5683549815735445
0x81384497213613f877efcf0be50392c4781648a164458891f7104be1ab692dd1,13265584,1632179917,3,None,0x88c2a0bf,0x5583fe24,40000000000000000,1,20054965717341244,0,2022479116930084,True,2965.6921858020946,0.019945034282658758,59.15083231763597
0xdcf795fe579f6941e9568ff90241dd45bb94dcc1e0089a5bab4dac3a3e2635c9,13655696,1637464185,0,None,0x88c2a0bf,0x0101011a,32000000000000000,1,24908020990992306,0,618564350682000,True,4268.2918169963405,0.007091979009007696,30.270635970457363
0xbab2adc1e61db1b90fe5e6cfccc9dc465ef1247985bb9c639614e6aed62aca9c,14475336,1648479613,5,None,0x88c2a0bf,0x00021e8c,48000000000000000,2,28464226379876872,13632000000000000,13632000000000000,True,3322.4436088737966,0.005903773620123129,19.61495493241581
0x70079a3c4c86b378ef58c69d58d378ee91c66e1f61b36cedeac633ab5110dcc0,13159924,1630768248,0,None,0x88c2a0bf,0x96bc3e6f,40000000000000000,1,27815913509617970,0,510290000000000,True,3887.698166445348,0.012184086490382034,47.36805070846977
0x7bb9977d5aded8c5d15d5a5317d52234d8ce918828f50f72f8d8651aa90f61c2,13788078,1639282156,0,None,0x88c2a0bf,0x0101011e,32000000000000000,1,14289053410848978,0,617461247772000,True,4140.718204916395,0.017710946589151025,73.33603896799957
0x6e5f5c3bf3ca9aa3d5206b16ec80ab45afcec2aed13dc1ef567390d4e620636a,13087245,1629797950,101,None,0x88c2a0bf,0x96bc3e6f,80000000000000000,5,43534157341994400,0,0,False,3177.535833533818,0.0364658426580056,115.87152174581887
0x14225ac9de3f0ff5aef46efe8192d9c0fccc10d2a7a524031de4a8258b5e0314,15886862,1667446751,13,None,0x88c2a0bf,0x38ed1739,8000000000000000,1,4110121618976435,0,0,False,1530.589734744137,0.0038898783810235654,5.953807919397812
0xf0d595b1636f88a703d9dd54b7305b0263b0b7edae94e38a204a3bd2f9b2475a,13227669,1631673395,0,None,0x88c2a0bf,0x96bc3e6f,40000000000000000,1,11470968938954805,0,0,False,3603.99433345243,0.028529031061045197,102.81846628289526
0x863b4fc432fc8bcdafd7bb5008f9a80455774b41fb596f765b5c6586278c7673,13132745,1630405074,379,None,0x88c2a0bf,0x01000000,24000000000000000,1,14077991735326923,0,0,False,3426.175586458122,0.009922008264673076,33.99454248505861
0xcbbdc19e8b6cd9270638605953002c2ceecfe1350afe41455a04ca6be0a345ea,13235015,1631771992,0,None,0x88c2a0bf,0x96bc3e6f,40000000000000000,1,14710410086881822,0,0,False,3569.1759729110972,0.02528958991311818,90.26299668267625
0xa9ee706650c66fb7ab98c1b607bafbeabccefd0686a1c55b663e8bcafd7bd2bd,13162262,1630799249,3,None,0x88c2a0bf,0xc0bcfd4c,40000000000000000,1,23348870146739280,8327120000000000,8327120000000000,True,3887.698166445348,0.00832400985326072,32.36123784399471
0x5a2d1b83fd4a41117e5f80bc00e77baf9dbc0a7f8d073f3f389a53bda7b046d1,14676752,1651202062,4,None,0x88c2a0bf,0xd4730dad,24000000000000000,1,19353842335776536,0,0,False,2814.766209310051,0.004646157664223466,13.077847596383126
0xf5cf75159f184d6781256b7a606fda8979f86490faca6db42ec37129664f2807,13567522,1636262508,0,None,0x88c2a0bf,0x04236cf5,40000000000000000,1,20633910174908440,0,0,False,4606.807924536527,0.01936608982509156,89.21585607351801
0xb61a7dbe9bf29c2a7adebea5fa36d6b872fdd0aa010788be65d29c781db2e8c9,13355122,1633384165,3,None,0x88c2a0bf,0x00011e92,40000000000000000,1,29903481393175195,2720000000000000,2720000000000000,True,3387.818600444152,0.007376518606824804,24.990306942723453
0x84de22ed2bbae9573bab4479f3a5a6283d63c68dc195fbfed58574410ccd0d26,13076259,1629650720,5,None,0x88c2a0bf,0xc0bcfd4c,16000000000000000,1,10082250449975935,2959552000000000,2959552000000000,True,3243.0978995017845,0.0029581975500240646,9.59372426079437
0x02bf7e222578cf53d89e19c30c61ecac2db5c8eb86a2625953ac85a75a849f7f,13080368,1629705831,82,None,0x88c2a0bf,0x21010000,16000000000000000,1,10154219929025274,0,0,False,3318.3887228031513,0.005845780070974726,19.398570663509936
0xc01b30b28075828c4cea4febbf847429c33bc78db49e8a65ad64de3c780a62d6,14047016,1642742174,0,None,0x88c2a0bf,0x01010107,40000000000000000,1,38062378505125006,0,0,True,2559.422870513067,0.0019376214948749956,4.959192768380782
0x3aa91c7316f43b72d05ec15164ff50df12b041b89b363f96fde2f3cafb0c115e,13445719,1634613119,4,None,0x88c2a0bf,0x00011cf6,40000000000000000,1,9990425506833760,25320000000000000,25320000000000000,True,3883.3496080837654,0.004689574493166242,18.21125727011675
0xab6e03fb90b97bc68e983967f10a2583e512a74d61ab9826e67bfc8f6f6f6d03,13068771,1629550791,0,None,0x88c2a0bf,0x96bc3e6f,16000000000000000,1,7415273215121460,0,672660780758070,True,3234.9692877259763,0.008584726784878541,27.771327492600648
0x9b8d8f22afbe98c7cd61cb9be2eca9c33d0b13d19caeab456d79a75bf063bbd9,13432803,1634438048,0,None,0x88c2a0bf,0x000103e2,40000000000000000,1,16483931311567440,18520000000000000,18520000000000000,True,3845.909072752931,0.004996068688432564,19.214425896939634
0x0535f9b2432e6951fccc704776b40727e325afbd2c0b8ef6300baca28524c92e,13408555,1634107892,0,None,0x88c2a0bf,0x000108f9,40000000000000000,1,18505475743733061,17240000000000000,17240000000000000,True,3591.5235728697526,0.004254524256266941,15.28022415772887
0xf39d5067e35d336f1a79450c192d6be1f802ae06bd8d777c2a9611b7912a44a1,13637401,1637212551,1,None,0x88c2a0bf,0x0001139f,40000000000000000,1,36115262406415386,1360000000000000,1360000000000000,True,3991.80448304544,0.002524737593584618,10.078258844584434
0x8e12b0837cd64a8b27d4fe2ee6f4abb11a9dadf43e36b659afcd71964412de50,13060250,1629436935,0,None,0x88c2a0bf,0x96bc3e6f,16000000000000000,1,6963699016489608,0,0,False,3275.8744596305423,0.009036300983510392,29.601787601416042
0x6f43ef792a17ae270952a799760dcd55f624658c5a170bfb7e9e070deeaa1f8d,13356018,1633395964,0,None,0x88c2a0bf,0x00010972,40000000000000000,1,19738607691250000,13840000000000000,13840000000000000,True,3522.7604106375998,0.006421392308750001,22.62102660643728
0xeb5384d50cb9f875e42cea56eef4a5aa4f7a7e0ac00667993d743f891b18cb9d,13500568,1635353529,0,None,0x88c2a0bf,0x01010110,40000000000000000,1,38503450475449176,0,0,True,3931.62071697358,0.0014965495245508262,5.883865114700989
0x546bc268c84883ca1302b315b2a05ad37aa638ea68fdc01f8ea9fb077043100e,13164686,1630830933,0,None,0x88c2a0bf,0xc0bcfd4c,40000000000000000,1,23776525360649820,6842720000000000,6842720000000000,True,3949.6718922059836,0.009380754639350182,37.050902926722294
0x342a37fb5e02d2aeb1aefd253fb8d1d0ded1251e14652e11c3f9fb2905b1107f,14549456,1649479112,1,None,0x88c2a0bf,0x00011345,24000000000000000,1,7601036198967195,14328000000000000,14328000000000000,True,3256.9845972087574,0.0020709638010328046,6.745097201340746
0x94621de50d8c70080546e33fa888a469560176c23124fd3f10f7ce99114d619e,13168326,1630879753,154,None,0x88c2a0bf,0x01000000,40000000000000000,1,23374431060397298,0,0,False,3949.6718922059836,0.016625568939602705,65.66554233268164
0xb7ee3e060f1f11fc77435ccec49021c4a1369a9c4a0509254d01faa25fa34993,13448796,1634654258,4,None,0x88c2a0bf,0x00011ea8,40000000000000000,1,18887850050976948,15720000000000000,15720000000000000,True,3883.3496080837654,0.00539214994902305,20.939603391267557
0xa310eb47c5488567ac26c0e2b64b66e1cc322bf19ccf46a75c5016e017630d90,14678436,1651225395,2,None,0x88c2a0bf,0x0001143d,16000000000000000,1,13393738622942085,0,0,False,2814.766209310051,0.0026062613770579165,7.336016456772506
0x2e29733a7df2fac3f729368899c1f78a1e52954e102aaef3cfcc71dca89477cc,13948240,1641422931,14,None,0x88c2a0bf,0x00011ead,64000000000000000,1,58651734018715194,832000000000000,832000000000000,True,3543.1222041052815,0.004516265981284808,16.00168227793553
0xde01456f68603d832e5fc86514bdfd2e10b87bc687d2ba4723906ef095f89619,13070354,1629571685,3,None,0x88c2a0bf,0xc0bcfd4c,16000000000000000,1,9238221492883488,0,0,False,3234.9692877259763,0.0067617785071165115,21.874145800927515
0x09cfaa0b2c27c3491fa90f9efe49c893a8f1af411d448e99ee2e8d29ccd96d1d,13767869,1639009154,0,None,0x88c2a0bf,0x01010105,32000000000000000,1,23781003706288338,0,0,True,4116.417678694034,0.008218996293711665,33.832821644555445
0xd4102d9751112999e004757954a87791f22053513f6511e7eed1a159247b400c,13125331,1630305877,1,None,0x88c2a0bf,0xc0bcfd4c,24000000000000000,1,15000415208661300,4500792000000000,4500792000000000,True,3222.2952236957512,0.004498792791338701,14.496438523927573
0x0413bde9c62f94636ef31faa41531f8ef496c6540377e166c01122d4e64519ec,14379652,1647193026,2,None,0x88c2a0bf,0x65121f2d,16000000000000000,1,4597054300331692,0,553247200251476,True,2514.8308336025448,0.011402945699668307,28.676479439421403
0x67b6192e6720d34e6ca6a6b71d05bddfe34af89ea185ca416a59f8f769fa6af6,13069708,1629563088,0,None,0x88c2a0bf,0xc0bcfd4c,16000000000000000,1,11868985656480940,1907456000000000,1907456000000000,True,3234.9692877259763,0.002223558343519061,7.1931429507510085
0x16db64f5ddb16ada5718638bd2f281ed2b42c42c27a4d79b37e0f808743122f9,13185188,1631105274,74,None,0x88c2a0bf,0x01000000,40000000000000000,1,25719051576804372,0,0,False,3493.1968871194176,0.01428094842319563,49.886164577019926
0xa2c3981eb69ddee32ac6b1904970682da7a377c493bb11a6f9e1b3c54552cf65,13447413,1634635975,0,None,0x88c2a0bf,0x000101dc,40000000000000000,1,12950439541315710,18800000000000000,18800000000000000,True,3883.3496080837654,0.008249560458684291,32.03592737409497
0xe3d5f844b191898bb843369bc51a064f0944fd891a6f0f77b26f927421d9cae2,14875621,1653956497,5,None,0x88c2a0bf,0x00010ae6,16000000000000000,1,6293401220943827,8800000000000000,8800000000000000,True,1945.6230322025622,0.0009065987790561735,1.763899465498413
0xe390d5f4ac13bf35a12569e10ac7d96dea522df578eaf7fe9516d8430d2c1d2b,13184404,1631094627,78,None,0x88c2a0bf,0x01000000,40000000000000000,1,21524407888397340,0,0,False,3493.1968871194176,0.01847559211160266,64.53888085193849
0x80fd5fcb4d034f4845501842f5f11ffe07e4281f1283dcc2afbf4da7dfe89eb9,13020808,1628910844,4,None,0x88c2a0bf,0xc0bcfd4c,16000000000000000,1,10762410439635624,2704448000000000,2704448000000000,True,3267.0716735581755,0.0025331415603643756,8.275955036979408
0x97a5a99bc34ec1f8072daa831b6b4735fb7db00c993de73b48c93dbda1213fc4,13356345,1633400732,2,None,0x88c2a0bf,0x00011259,40000000000000000,1,22621587706548870,9200000000000000,9200000000000000,True,3522.7604106375998,0.008178412293451127,28.810587049241487
0xea87ba4b8624a620de66eda4a84093fc11b6f6e92faabf82430ef2f1eebf6863,13229724,1631701109,3,None,0x88c2a0bf,0xc0bcfd4c,40000000000000000,1,9415607017100726,0,0,False,3603.99433345243,0.030584392982899274,110.22597900245125
0xd5f3917a6ad41e9a99702f4fbdf86934d6b6178ca32884ce5729a8223b4fc99a,13654141,1637442186,0,None,0x88c2a0bf,0x01010114,32000000000000000,1,27497975619322320,0,0,True,4405.166805669194,0.004502024380677681,19.832168360074732
0xcbe8712b4265a4402e9cb8924e08ff96074399346fe28914b71e72776abc2645,14629581,1650561705,0,None,0x88c2a0bf,0x01010109,32000000000000000,1,30890727010613894,0,0,True,2985.5028963230866,0.0011092729893861057,3.311737722625187
0x7f77fb4f5475dc824f673ef5b36f9dc0d0de3e213cb314bb87e62cbb03151e74,13183799,1631086884,12,None,0x88c2a0bf,0xc0bcfd4c,40000000000000000,1,21706493576434293,9148200000000000,9148200000000000,True,3493.1968871194176,0.009145306423565707,31.946355930552944
0x3c7d60d697cc458e19ab084c70cafd162cd4c13988e20fa0da92e35c80b34550,14873785,1653930838,1,None,0x88c2a0bf,0x13c9b33a,16000000000000000,1,15100163375121739,752000000000000,752000000000000,True,1996.0829423717946,0.00014783662487825964,0.29509416517731174
0xc0e4e1c978e0112177038f41b7ccffb46fcb688d2e4ae7257da293c349c9e1f9,13028241,1629010316,134,None,0x88c2a0bf,0x21010000,16000000000000000,1,7782787156231796,0,0,False,3313.7358254630212,0.008217212843768204,27.22967258584957
0x94eb990ec269d07d3771a38b5542aecde7c1ce1e7012a4b35e83b8ec79774259,13281928,1632399273,60,None,0x88c2a0bf,0x01000000,40000000000000000,1,19221742854088374,0,0,False,3156.2551768026597,0.020778257145911624,65.58148168172042
0xaec1cf5e633e3f0b613128b8de626ad0ed63fdfa4a21b719371220ec9ee5e0ac,13167397,1630867769,11,None,0x88c2a0bf,0xc0bcfd4c,40000000000000000,1,21096357726865476,4332160000000000,4332160000000000,True,3949.6718922059836,0.014571482273134524,57.55257396197718
0x39426ab9ff254adf35a1c7b749fd8e8888f50801df1351c7619e6ce89b413a8a,13245846,1631916750,0,None,0x88c2a0bf,0x96bc3e6f,40000000000000000,1,16198589656698124,0,0,False,3392.7420314805504,0.02380141034330188,80.7520452802362
0x6f3fc8cebfd0d00069e5935580ace6ccc4ce2da13c3eab0a0fe9599ea2eed347,13205217,1631373763,0,None,0x88c2a0bf,0xc0bcfd4c,40000000000000000,1,24460529405862984,8548520000000000,8548520000000000,True,3261.8514129460677,0.006990950594137017,22.80344207332198
0x78a3b730800a953e3f711a30a43d7f53ecad429079a4daf349bd8287129c21d3,13836733,1639931808,11,None,0x88c2a0bf,0x0001140a,24000000000000000,1,15408182776205015,0,0,False,3922.867188852128,0.008591817223794984,33.704557879839925
0x9b7db7af8ad34655caac50b5bd16843ac45db1e0320f830080cddd1063488af0,13162445,1630801580,3,None,0x88c2a0bf,0xc0bcfd4c,80000000000000000,2,39501874575503433,30375840000000000,30375840000000000,True,3949.6718922059836,0.010122285424496572,39.97970622602042
0x841d4e731a944a96c989144be14434422b5b438cec51498df3fbb6e0656d4589,13139339,1630493456,3,None,0x88c2a0bf,0xc0bcfd4c,24000000000000000,1,18886312742449936,4984200000000000,4984200000000000,True,3827.122924445459,0.00012948725755006305,0.49556365179341966
0x81cf25e8a2043212c8d22837b5d17b3283169449d1675be3a6a6310d2aa3ec43,13794883,1639372628,5,None,0x88c2a0bf,0x00011ab2,32000000000000000,1,18860999552568208,11040000000000000,11040000000000000,True,3774.2674324281547,0.002099000447431795,7.922189029393949
0x1a111c2f898b45e475a28c0e55d01bb657c371276f28b34f6628320f2cd170c3,13165870,1630846692,0,None,0x88c2a0bf,0x96bc3e6f,40000000000000000,1,14960166257711832,0,677787792763848,True,3949.6718922059836,0.02503983374228817,98.89912751742655
0x15f0ccbdd4f9050e407759cac2a4edf63a3363bcfe626c40f248156af31231a0,13297620,1632608098,0,None,0x88c2a0bf,0x00011cf5,40000000000000000,1,11687114903246945,23720000000000000,23720000000000000,True,2930.71660231763,0.004592885096753055,13.460444605591393
0xe30c7413553536d4ae7198f379e89683110e2ccf1c1f66878f79fb301371100e,13063587,1629482068,179,None,0x88c2a0bf,0x21010000,16000000000000000,1,12581987072608716,0,0,False,3275.8744596305423,0.003418012927391285,11.196981251528134
0xfe3d1d6b809305bf0af68436b759073228be1076569fb4f088e619a22623755a,13112961,1630141677,134,None,0x88c2a0bf,0x21010000,24000000000000000,1,16893865572543981,0,0,False,3242.2561046854644,0.007106134427456022,23.039907728134835
0x06b5203a187419ee2de500780590d89ee02b8c4c3e26368838eefb7153753f5c,13516277,1635566531,1,None,0x88c2a0bf,0x0101010f,40000000000000000,1,35890456198186100,0,0,True,4327.290619257945,0.0041095438018139,17.783190343018923
0x38437c30953c3c2032b66d1cdeab415a7837328be0f41890aef55bef138570a5,13626931,1637070405,0,None,0x88c2a0bf,0x0101010f,40000000000000000,1,32662290992665404,0,627670404594000,True,4226.249631145695,0.007337709007334596,31.01098998570228
0x3714b6d890e7d97342ce5aae935e713ca54ecb34aab93def842f72abd774247f,13249772,1631969721,0,None,0x88c2a0bf,0x96bc3e6f,40000000000000000,1,11783826516942837,0,0,False,3428.2485711141644,0.028216173483057164,96.73205642560009
0x706c9b5cc6a8f09a62b6a6d1d430dc108e6137d197c613fd9638fa5089a699e5,13195844,1631247867,0,None,0x88c2a0bf,0xc0bcfd4c,40000000000000000,1,19499047039578688,11276960000000000,11276960000000000,True,3205.1171776011956,0.00922399296042131,29.563978283518846
0xb748c903b6513c39ed7c6833db40aea4ee1a06021597057125a92aec2aa92340,13373297,1633630049,0,None,0x88c2a0bf,0x000111c4,40000000000000000,1,35857163228010150,3400000000000000,3400000000000000,True,3595.635143501896,0.0007428367719898511,2.6709700032522137
0xb06e525236cfbcf430a399c2d1323de6a7333bda757aa3b79c515ce208a602b3,13598729,1636685286,0,None,0x88c2a0bf,0x0101011e,40000000000000000,1,35452951905121575,0,515350000000000,True,4675.05549980103,0.0045470480948784225,21.257702203821164
0xf0a24910f77cfaa548fa6093a9f3d6563dbab69faec2ce4ee32acaf0e0b5ad6d,14676626,1651200145,1,None,0x88c2a0bf,0x00011ca9,24000000000000000,1,11891702967089301,0,0,False,2814.766209310051,0.0121082970329107,34.082025340526194
0x2fb0fac273a2a061942e1a3f7c5038e44afdc73406240d3234bc33f8952f1cb0,13039497,1629159617,3,None,0x88c2a0bf,0xc0bcfd4c,16000000000000000,1,7110286936018396,0,0,False,3015.3646782278192,0.008889713063981605,26.805726772710535
0xf6766970b746da9230c7875ac1ccbaaa0233e50732e9ba9e82949abfad261af1,13324499,1632970114,0,None,0x88c2a0bf,0x00011426,32000000000000000,1,15851229055911340,12256000000000000,12256000000000000,True,2997.950909814655,0.0038927709440886617,11.670336193530657
0xca1a461ccd15e145514e29e400e49fb7a8be5797456ec72f26f5c0948e54ae57,15032341,1656301382,3,None,0x88c2a0bf,0x13c9b33a,16000000000000000,1,14972711679261490,0,0,False,1190.453853947138,0.0010272883207385099,1.2229393405380427
0xfc7cd24ddbc9aa4b1fe1acea5adb71289b4135e1f028e6387d5d70180394e8b1,13593437,1636613634,0,None,0x88c2a0bf,0x0101011e,40000000000000000,1,28532681258439776,0,561386688000000,True,4729.599730534028,0.011467318741560224,54.23582763003104
0x360942e991c5186762855c57bb1138f568d94385deb936d24fcac34019d7611a,13203719,1631353409,0,None,0x88c2a0bf,0xc0bcfd4c,40000000000000000,1,11998379551882440,15401760000000000,15401760000000000,True,3261.8514129460677,0.012599860448117561,41.09887260561554
0xdf815aefee9c573c54be3166b535638782e6d73fdc9b3b5bbe067c67f79a2730,14789509,1652748785,6,None,0x88c2a0bf,0x000116c0,16000000000000000,1,5848798499128200,9328000000000000,9328000000000000,True,2096.222807361449,0.0008232015008718015,1.7256137611816462
0x74af3a0a659928b2ab13a3beed529955fb0cadfe03d3e6be419e86fa18138448,13416845,1634221587,5,None,0x88c2a0bf,0x00011098,40000000000000000,1,28495286803400918,5240000000000000,5240000000000000,True,3786.627249733344,0.006264713196599081,23.72213370200616
0xaf936ed33982920cc4275464cdae782723ac72e401cbf0e2583d7c28785f5654,14690324,1651385424,12,None,0x88c2a0bf,0x00061eb4,144000000000000000,6,115778997098293915,4896000000000000,4896000000000000,True,2832.0593461165777,0.023325002901706065,66.05779246597295
0xa58596c306a70f36ba481ecc0a94afbd66996ea6b1ee59732dfc441f4dcdbefc,13071811,1629591268,164,None,0x88c2a0bf,0x21010000,80000000000000000,5,30841351133850714,0,0,False,3243.0978995017845,0.04915864886614929,159.42631088015455
0x6eb341adbaa45daec20f6434f6272bd73161d78dd481374de579682f455ef60d,13623827,1637026862,1,None,0x88c2a0bf,0x01010104,40000000000000000,1,32689449997330950,0,0,False,4226.249631145695,0.0073105500026690515,30.89620925225224
0x2ba116b533f95eec57c84095a4968bcbeaa124fd28a12715a29bdd02c3053501,13272762,1632275763,2,None,0x88c2a0bf,0x00010b12,40000000000000000,1,18072527232547546,17040000000000000,17040000000000000,True,3067.420096426366,0.004887472767452456,14.99193218762025
0x83d5f02a40bdf6d560d143de8579af2f8f3cee085eda601955a9198fd8df9481,13207861,1631409001,0,None,0x88c2a0bf,0xc0bcfd4c,40000000000000000,1,12200714184661470,15290520000000000,15290520000000000,True,3412.109186895813,0.012508765815338533,42.6812747552449
0x93a5849fb98334b16e851b9548faf988e52dba557fe29d4290b24d3673afee8f,13227024,1631665000,29,None,0x88c2a0bf,0x01000000,40000000000000000,1,13528922351073016,0,0,False,3603.99433345243,0.026471077648926984,95.40161384711213
0xe93872c8eea0b013e7e90914bb5efc9ef117d0a9b6b94814f2c800541cfec8ff,13235030,1631772217,6,None,0x88c2a0bf,0xc0bcfd4c,40000000000000000,1,13919818839666840,0,0,False,3569.1759729110972,0.02608018116033316,93.08475596662977
0xe327d2bdd19f831af0fe694d57ab82b9bd63bf799fb1850c13d3bcef1d3149f5,15025388,1656188274,6,None,0x88c2a0bf,0x13c9b33a,16000000000000000,1,10935524018646777,0,0,False,1244.0727930250198,0.005064475981353225,6.3005767793302345
0x3a63ba970b4502d19b18bfa481336671e6091fd77ec612aa98b7592fd195c85d,13193492,1631216452,1,None,0x88c2a0bf,0xc0bcfd4c,40000000000000000,1,25259136368317578,8109360000000000,8109360000000000,True,3435.3967512891218,0.0066315036316824255,22.781846032443816
0x5c6d6c755210ed09c5f003eec34e11f769740cd4ba11148ab367f5142d483566,13072325,1629598298,72,None,0x88c2a0bf,0x96bc3e6f,16000000000000000,1,7414631655126826,0,0,False,3243.0978995017845,0.008585368344873175,27.843190045707306
0x087a0ba6d59a530f1fdadd8f51597e215f6d84f98ce4fea59d498943cae23f8f,14677519,1651212434,0,None,0x88c2a0bf,0x00011eb3,24000000000000000,1,10703696320967446,0,0,False,2814.766209310051,0.013296303679032555,37.42598630446575
0xdc1cf2c683b6d62783c0cb0766557925c73541c3f4872f9cb32cc934b6967c55,14760587,1652351885,175,None,0x88c2a0bf,0x0101010e,40000000000000000,1,41363978422150232,0,0,False,1958.930272077684,-0.0013639784221502332,-2.6719386216108467
0x915c00dcd88a527c1dea2a4564edee56a24045cefbc76242328b8e70f599ea5a,13228501,1631685281,50,None,0x88c2a0bf,0x01000000,40000000000000000,1,13615010393256060,0,0,False,3603.99433345243,0.02638498960674394,95.09135303090642
0x6ef50d7f58882dac0546ecd1b435473c213ffd87ca4ec13111492db538a3def2,14504882,1648877044,1,None,0x88c2a0bf,0x01010108,32000000000000000,1,11420644227583592,0,0,True,3448.780194493636,0.02057935577241641,70.97367460334799
0xf7625b2cd38b34c475ddb678a0b77befcbc4aab4138a977cb5fac9358bf82250,13602657,1636738588,3,None,0x88c2a0bf,0x0001053a,40000000000000000,1,34852747951457562,0,0,False,4675.05549980103,0.005147252048542439,24.063688998400448
0x7e399e981c84a7efe129af86a715218cd95635ecf3f9c5261162d35b22585baf,14705969,1651598827,0,None,0x88c2a0bf,0x0001160d,24000000000000000,1,19243023260353045,0,0,False,2785.831891742651,0.004756976739646958,13.252137509586472
0x2c6bcf014e1cfa173e29bb181d76f283ee1f0894465b5d02d1f6f30cabf174d6,13531555,1635774978,1,None,0x88c2a0bf,0x0101010e,40000000000000000,1,36381573312580713,0,0,False,4335.73086297465,0.003618426687419289,15.688524264054939
0x64b2d999d5ecbc97d18cdc64fc822cfff1900cbfc0c7b6d1938edc2f21b98861,13067704,1629536478,59,None,0x88c2a0bf,0x21010000,160000000000000000,10,63298737579768624,0,0,False,3234.9692877259763,0.09670126242023137,312.8256140137786
0x7808e8eac22a6dabb4b7bd23913e23f656e468c9769c176a0a1cec6362657ce1,13365707,1633527447,3,None,0x88c2a0bf,0x00011cf6,40000000000000000,1,36956980036989668,1640000000000000,1640000000000000,True,3585.2083139079473,0.0014030199630103391,5.0301188359634885
0x42d30abe67a0f5f19b2c4a984617835352107d87ad1bba0bd0110ed24e6f80a6,13162811,1630806190,2,None,0x88c2a0bf,0xc0bcfd4c,40000000000000000,1,18304606282786064,16273400000000000,16273400000000000,True,3949.6718922059836,0.0054219937172139375,21.415096184597328
0x552927619c86f2fefe720eef2760fa6eb12ce9c35b69186c252e10012ccec386,13046269,1629250023,2,None,0x88c2a0bf,0xc0bcfd4c,16000000000000000,1,9872697634685262,4596480000000000,4596480000000000,True,3022.7731297626406,0.001530822365314738,4.627328712313079
0x91f0fdd838788f7fad37b6fda05cac518419d26049226c41835129ef30cc0887,13045819,1629243768,168,None,0x88c2a0bf,0x21010000,16000000000000000,1,13824464209371396,0,0,False,3015.3646782278192,0.0021755357906286035,6.560033779281923
0x605e058b28acb4a16936bbb024db51d240d69aab303fb6d7631ad4a10f37299c,13688968,1637919345,109,None,0x88c2a0bf,0x01010108,32000000000000000,1,30837465158039064,0,0,False,4037.439386022414,0.0011625348419609383,4.693663958556435
